Name,Area of specialisation,Link,Image/Pdf,End Date,End Date 2,Country,Level needed,Link2,Action item,Deadline month
Memorial university ,All disciplines,https://www.mun.ca/become/graduate/tuition-fees-and-funding/graduate-funding/,,,,Canada,"MSC, PhD",https://apply.mun.ca/Apply/Account/Create?f=f6f52ed0-0afe-4ba7-82b4-87176ec96702&o=047ea532-2d4e-4667-b301-c8a196724498&s=59aef97e-662c-e611-80ed-00505696323e&IsInquiry=True/,,
ARES Scholarship ,All disciplines,https://giraf.ares-ac.be/en/formations_internationales_22_23,,28-Jan,,Belgium,"BSc, MSC",https://www.ares-ac.be/en/cooperation-au-developpement/scholarships/advanced-bachelor-s-and-master-s-degrees-or-continuing-education-courses-in-belgium#01-procedure-for-submitting-applications,,Jan
PhD scholarships in Australia ,"Computer science, Deep learning, Machine learning, Software engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FLDYyB9XoAEgYSn.jpeg,10-Mar,,Australia,PhD,,,Mar
Romanian government scholarship ,All disciplines,https://www.mae.ro/en/node/10251,,15-Mar,,Romania,"BSc, MSC, PhD",https://scholarships.studyinromania.gov.ro/,,Mar
University of Northern British Columbia ,civil engineering,https://www2.unbc.ca/people/dery-dr-stephen,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Screenshot_20211226-002119_Chrome.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Screenshot_20211226-002121_Chrome.jpg",,,,MSC,,,
Eco hydraulics  lab- university of Kansas ,"Water resources engineering, civil engineering",https://ecohydraulics.ku.edu/,,,,,"MSC, PhD",https://ceae.ku.edu/graduate-admission,,
Queens university ,"Biochemistry, Bioengineering, Biology, Chemical engineering, Computational biology, Microbiology",https://agristok.blogspot.com/2021/07/technician-job-in-plant-biotechnology.html?m=1#more,,31-Jan,,Canada,"MSC, PhD",,,Jan
Hydro urban Bhaskar research group - Colorado state university ,"Water resources engineering, civil engineering",https://www.engr.colostate.edu/~abhaskar/join/,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_003552.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_003601.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_003611.jpg",01-Feb,,USA,PhD,https://www.engr.colostate.edu/ce/graduate-application-information/,,Feb
Northumbria university ,"Architecture, Built environment, Computer science, Geology, civil engineering",https://www.findaphd.com/phds/project/enhancing-urban-flood-resilience-with-innovative-digital-design-technologies-advert-reference-rdf22-ee-mce-feng/?p138124,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_004451.jpg,18-Feb,,UK,PhD,https://www.northumbria.ac.uk/research/postgraduate-research-degrees/how-to-apply/,,Feb
ETH Zurich ,"Architecture, Computer science, Construction management, Industrial engineering, civil engineering",https://www.jobs.ethz.ch/job/view/JOPG_ethz_lD5Me6d7KQpUaDEKTZ,,12-Jan,,Switzerland,PhD,,,Jan
One planet doctoral training ,"Engineering, Geography, Mathematics, Natural science, civil engineering",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/OP2237_-_Oliver_Heidrick_How_can_blue-green_infrastructure_support_climate_change_efforts.pdf, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/OP2214_-_David_Manning_Natural_Resources_and_Urban_Climate_Strategies.pdf",,,UK,PhD,,,
Babak Mehran research group - university of Manitoba ,"Artificial intelligence, Industrial engineering, Transportation engineering, civil engineering",https://babakmehran.com/category/blog/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_005903.jpg,,,Canada,PhD,,,
University of manitoba,All disciplines,https://ui-webapps.ad.umanitoba.ca/searchableAwards/searchForm/awardDetails/24976,,01-Oct,,Canada,BSc,,Recurring,Oct
Cement and concrete research lab,civil engineering,https://www.ccr-lab.com/positions,,,,USA,"MSC, PhD",,,
Urbanity lab,"Computer engineering, Electrical engineering, Transportation engineering, civil engineering",https://www.cecs.ucf.edu/sagarwal/,,,,,"MSC, PhD",https://www.cecs.ucf.edu/sagarwal/future-member/,,
Concordia acoustics lab,"Architecture, civil engineering",https://www.concordia-acoustics-lab.com/allnews,,,,Canada,"MSC, PhD",https://www.concordia.ca/ginacody/building-civil-environmental-eng.html,,
Purdue university ,"Computer science, Construction management, Mathematics, civil engineering",https://polytechnic.purdue.edu/facilities/construction-automation-robotics-and-ergonomics-care-lab/job-vacancies,,,,USA,PhD,,,
"University of California, Merced","Water resources engineering, civil engineering",https://securewaterfuture.net/news/phd-recruitment,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_011919.jpg,15-Jan,,USA,PhD,,,Jan
University of Alabama ,"Water resources engineering, civil engineering",https://moradkhani.ua.edu/archives/2558,,,,USA,"PhD, Post doc",,,
University of Twente,All disciplines,https://www.utwente.nl/en/education/scholarship-finder/university-of-twente-scholarship/#start-your-application,,01-Feb,,Netherlands,MSC,,,Feb
Texas Christian university ,All disciplines,https://admissions.tcu.edu/afford/scholarship-aid/index.php,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_202040.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_202139.jpg",01-Feb,,USA,"BSc, Graphic design, Music, Studio  art, Theater",https://admissions.tcu.edu/apply/index.php,,Feb
Florida state university ,"Ecology, Environmental science, Geography",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHslfPnXIAMLoJN.jpeg,28-Jan,,USA,"MSC, PhD",,,Jan
Leiden university ,All disciplines,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship-lexs,,01-Apr,,Netherlands,MSC,https://www.universiteitleiden.nl/en/education/study-programmes?pageNumber=1&type=master,,Apr
Sonenberg lab ,"Biochemistry, mRNA",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211228_214625.jpg,,,Canada,PhD,,,
Temple university ,"All disciplines, Business, Finance",https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-scholarships-financial-aid,,,,USA,"MSC, PhD",https://www.temple.edu/admissions/financial-aid,,
UCC,"Agricultural science, Biological and Behavioural Sciences, Chemistry, Food science, Nutrition",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHhIJieWUAQMoGo.jpeg,31-Dec,,Ireland,PhD,,,Dec
Aston university ,"Aeronautical engineering, All disciplines, Architecture, Biochemistry, Biomedical engineering, Chemical engineering, Chemistry, Computer science, Cybersecurity, Design engineering, Education, Electrical engineering, Engineering, Geo technical engineering, Industrial engineering, Machine learning, Mathematics, Mechanical engineering, Microbiology, Physical sciences, Social sciences, civil engineering",https://www.findaphd.com/phds/program/engineering-and-physical-sciences-doctoral-training-programme-phd-academic-year-2022-23/?p5156,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/List_of_Projects_EPS_2022-23_1.pdf, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211227_154152.jpg",31-Dec,,UK,"MSC, PhD",,,Dec
Tsinghua University - Chinese Government Scholarship,All areas of specialization,https://yz.tsinghua.edu.cn/en/info/1027/1117.htm,,01-Mar,,China,"MSC, PhD",,,Mar
Sustech,All disciplines,https://gs.sustech.edu.cn/liuxuesheng2022/2010,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_221237.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/List_of_research_areas_for_2022_admissions(1).pdf",20-Feb,,China,"MSC, PhD",,,Feb
Saïd Business School,"Leadership, all sciences, community development, mentorship",https://www.sbs.ox.ac.uk/oxford-experience/scholarships-and-funding/mba-african-leaders-scholarship,,,,UK,MBA,,,
Oxford university ,"Earthquake engineering, Seismology, civil engineering, structural engineering",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_214124.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_214134.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_214146.jpg",21-Jan,,,PhD,,,Jan
Loughborough university ,All disciplines,https://www.lboro.ac.uk/study/undergraduate/fees-funding/scholarships/international-scholarships/,,,,UK,BSc,,,
Clemson university ,All disciplines,https://www.clemson.edu/financial-aid/types/scholarships/,,,,USA,MSC,,,
"National university of Ireland, Galway","Timber engineering, civil engineering, structural engineering",https://nuigalway.ie/terg/vacancies/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Opps4GPP-MSc-advert-2021.pdf,21-Jan,,Ireland,MSC,,,Jan
"National university of Ireland, Galway","civil engineering, structural engineering",https://www.nuigalway.ie/structures/vacancies/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_205331.jpg,,,Ireland,"MSC, PhD, Post doc",,,
"National university of Ireland, Galway","Timber engineering, civil engineering, structural engineering",https://nuigalway.ie/terg/vacancies/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/SAOLWood-PhD-advert-2021.pdf,18-Jan,,Ireland,PhD,,,Jan
Virginia tech,"Computer science, Construction management, Electrical engineering, Environmental engineering, Industrial engineering, Mathematics, Mechanical engineering, civil engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1637243687426.pdf,15-Jan,,USA,PhD,,,Jan
University of Delaware - Dong research group ,"Computer engineering, Computer science, Industrial engineering, Mathematics, Network science, civil engineering",http://dongresearch.com/opportunity.html,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/recruit_flyer.pdf,,,USA,PhD,,,
Hadjimichel research group - Penn state university ,"Water resources engineering, civil engineering",https://www.hadjimichael.info/join-us,,,,USA,"MSC, PhD, Post doc",,,
Van meter lab,"Hydrology, Water resources engineering, civil engineering",https://vanmeterlab.weebly.com/opportunities.html,,,,USA,"MSC, PhD, Post doc",,,
Earth system evolution lab,"Geochemical, Geology, civil engineering",https://www.benwjohnson.com/,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_212310.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_212600.jpg",,,USA,"MSC, PhD",https://ge-at.iastate.edu/graduate-students/geology-application-process/,,
Loughborough university ,All disciplines,https://www.lboro.ac.uk/students/finance/international/additionalinfo-africa/,,31-May,,UK,MSC,,,May
Leeds university ,"Business, Business administration, Marketing",https://phd.leeds.ac.uk/funding/197-leeds-university-business-school-marketing-department-scholarship,,11-Mar,,UK,PhD,,,Mar
Leeds university ,"Geology, Geophysics, Physics, civil engineering",https://phd.leeds.ac.uk/project/1179-mapping-the-coupling-properties-of-the-subduction-megathrust-using-seismic-data,,24-Jan,,UK,PhD,,,Jan
Oregon state university ,"Engineering management, Industrial engineering, Mechanical engineering, Systems engineering",https://mime.oregonstate.edu/available-graduate-assistantships,,31-Dec,,USA,"MSC, PhD",https://mime.oregonstate.edu/financial-support-mime-graduate-students,,Dec
University of Nebraska ,"Computational biomechanics, Engineering, Material engineering, Mechanical engineering, Microfluids",https://engineering.unl.edu/nama-lab-graduate-research-assistant/,,,,,"MSC, PhD",,,
Bocconi university ,"Business administration, Management",https://www.unibocconi.eu/wps/wcm/connect/bocconi/sitopubblico_en/navigation+tree/home/programs/phd/Admission+-+PhD+programs,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211226_225519.jpg,17-Jan,,Italy,PhD,https://www.unibocconi.eu/wps/wcm/connect/bocconi/sitopubblico_en/navigation+tree/home/programs/phd/phd+in+business+administration+and+management/,,Jan
University of Technology,"Biomedical engineering, Biotechnology, Chemical engineering, Computer science, Electrical engineering, Environmental engineering, Mechanical engineering, civil engineering",https://www.uts.edu.au/about/faculty-engineering-and-information-technology/research-faculty-engineering-and-it/research-degrees-and-scholarships/research-scholarships#Multiscale,,15-Jan,,Australia,"MSC, PhD",,,Jan
University of Bremen,"Computational engineering, Computer science, Mathematics, Physics",https://cgvr.cs.uni-bremen.de/jobs/,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211227_115717.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211227_115704.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211227_115725.jpg",,,Germany,PhD,,,
George Mason university ,"Computer science, Cybersecurity, Information technology",https://mason.gmu.edu/~vshah22/,,,,USA,"MSC, PhD",https://volgenau.gmu.edu/academics/graduate-programs,,
Central European university ,"All disciplines, Business administration, Economics, Environmental science, Public policy",http://sits.ceu.edu/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_enq&code1=AUENVS&code2=&code4=IPR_UDF1=ENVSJOBSAC;IPR_UDF2=OL_MRKT,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211227_160522.jpg,01-Feb,,Austria,"MSC, PhD",https://www.ceu.edu/financialaid,,Feb
University of Dayton,"Agriculture, Ecology, Insects",https://chelseprather.wordpress.com/2021/12/18/ms-student-opportunity-at-the-university-of-dayton-urban-insect-ecology/,,,,USA,MSC,,,
HSI Graduate fellowship program - University of Dayton,"Bioengineering, Chemical engineering, Chemistry, Environmental engineering, Material engineering, civil engineering",https://udayton.edu/artssciences/ctr/hsi/graduate-fellowship-program.php,,,,USA,MSC,,,
AIMS,"Engineering, Mathematics",https://nexteinstein.org/application/aims-masters-degree/,,31-Mar,,,MSC,,,Mar
University of Calgary,"Biological sciences, Genetics, Medicine, Stem cell biology",https://www.linkedin.com/jobs/view/2842049630/,,31-Jan,,Canada,PhD,www.ayyazlab.ca,,Jan
Florida state university ,"Anatomy, Medicine, Physiology",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHXnolmXoAIUBbR.jpeg,18-Jan,,USA,"MSC, PhD",,,Jan
University of Melbourne ,"Communications, Humanities, Languages, Marketing, Social sciences",https://study.unimelb.edu.au/find/courses/graduate/master-of-marketing-communications/fees/#scholarships,,,,Australia,MSC,,,
University of Strathcylde,"Business, Law, Psychology, Social sciences",https://www.strath.ac.uk/courses/postgraduatetaught/psychologywithaspecialisation/#feesfunding,,31-Aug,,UK,MSC,,,Aug
Insead,"Business administration, MBA",https://www.insead.edu/master-programmes/mba/financing/scholarships,,08-Feb,,France,MBA,https://www.insead.edu/master-programmes/mba/financing/scholarship-guide,,Feb
University of Michigan ,MBA,https://www2.bus.umich.edu/MyiMpact/financial-aid/scholarships/MBA,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211228_164827.jpg,,,USA,MBA,,,
HEC Montreal,MBA,https://www.hec.ca/en/programs/mba/full-time-mba/scholarships/,,15-Mar,15-May,Canada,MBA,,,Mar
HEC Montreal,"Finance, International art management, Management, applied financial economics, data science and business analytics, financial engineering, international business, supply chain",https://www.hec.ca/en/programs/masters/master-finance/bourses-en-us/index.html,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/5D3CE1F2-8ED4-4667-8AFD-CE04E34A238E.jpeg,15-Mar,15-Sep,Canada,MSC,https://www.hec.ca/en/programs/masters/index.html,,Mar
Mcgill university,MBA,https://www.mcgill.ca/desautels/programs/mba-programs/mba/tuition/scholarship,,15-Jan,15-Mar,Canada,MBA,,,Jan
University of southern Florida,"Geology, Geoscience",http://hennarot.forest.usf.edu/main/depts/geosci/grad/students/,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211228_215716.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20211228_215729.jpg",15-Jan,,USA,"MSC, PhD",,,Jan
Australian national university ,All disciplines,https://www.anu.edu.au/study/scholarships/find-a-scholarship/anu-chancellors-international-scholarship,,15-Jan,,Australia,"BSc, MSC, PhD",,,Jan
Shane Keating research lab ,"Mathematics, Oceanography, Physics, Quantitative marine science",https://srkeating.com/openings/#domestic-international-phd-scholarships,,04-Feb,,Australia,"MSC, PhD",https://research.unsw.edu.au/higher-degree-research-programs,,Feb
Griffith University Postgraduate Research Scholarship,All disciplines,https://www.griffith.edu.au/research-study/scholarships/guprs,,06-Sep,,Australia,"MSC, PhD",,,Sep
University-wide scholarships for international applicants - Research - University of South Australia,All disciplines,https://www.unisa.edu.au/research/degrees/scholarships/university-wide-scholarships-for-international-applicants/#IRTS,,,,Australia,"MSC, PhD",,,
University of Sussex,Psychology,https://www.sussex.ac.uk/study/fees-funding/phd-funding/view/1391-ESRC-1-3-and-3-Studentships-via-SeNSS-How-do-schools-prevent-emerging-issues-with-body-image-,,09-Feb,,UK,"MSC, PhD",,,Feb
University of Sussex,"Psychology, neuroscience",https://www.sussex.ac.uk/study/fees-funding/phd-funding/view/1386-Psychology-Doctoral-Research-Studentship-Children-s-social-development,,18-Jan,,UK,PhD,,,Jan
University of Sussex,"Psychology, neuroscience",https://www.sussex.ac.uk/study/fees-funding/phd-funding/view/1379-Psychology-Doctoral-Research-Studentship-(International),,18-Jan,,UK,PhD,,,Jan
Gottlieb lab,Medicine,https://gottlieblab.net.technion.ac.il/open-positions/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHoMqUGWUAQu4OU.jpeg,,,Israel,"MSC, PhD",,,
Engineering school of sustainable engineering and infrastructure ,"Coastal engineering, Environmental engineering, civil engineering",https://www.essie.ufl.edu/admissions/graduate-admissions/,,,,USA,MSC,,,
Wang research lab - University of Connecticut ,"Electronics, Engineering mechanics, Material science, Mechanical engineering, civil engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FHPFx8GXMAgy67j.png,,,USA,"PhD, Post doc",,,
United nations university ,"Engineering, Sustainability",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/UNU-IAS_MSc-Application-Guideline_2022_ver1.pdf,21-Feb,,"Japan, Tokyo",MSC,,,Feb
University of Gothenburg ,Political science,https://web103.reachmee.com/ext/I005/1035/job?site=7&lang=UK&validator=9b89bead79bb7258ad55c8d75228e5b7&job_id=23161,,04-Feb,,Sweden,PhD,,,Feb
"Heriot-Watt University, Edinburgh","Applied physics, Biomedical engineering, Materials Engineering, Mechanical engineering, Solid Mechanics",,"https://pbs.twimg.com/media/FJAOBj4aIAEvnrJ?format=jpg&name=large, https://pbs.twimg.com/media/FJAOCLSaIAIWFX2?format=jpg&name=large",28-Feb,,UK,PhD,,,Feb
Heriot-Watt University Edinburgh,"Human-Computer Interaction, Machine learning, Robotics",https://ittgroup.org/phd-studentships,,28-Jan,,UK,PhD,https://www.hw.ac.uk/study/apply/uk/postgraduate.htm,,Jan
University of Rutgers ,"Psychology, public health, social work",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJGRixPaQAAB9SF.jpeg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJGRixTaQAIdi0c.jpeg",,,USA,Post doc,,,
University of Melbourne ,"Management, commerce",https://study.unimelb.edu.au/find/courses/graduate/doctoral-program-in-management/fees/,,,,Australia,"MSC, PhD",https://study.unimelb.edu.au/find/courses/graduate/doctoral-program-in-management/how-to-apply/,,
Auburn University,Agriculture,agriculture.auburn.edu/about/directory/faculty/sushan-ru/,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKZv-9_aMAAYFjC.jpeg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKZv_NMaIAAk9Km.jpeg",,,USA,Post doc,,,
University of Otago,All disciplines,https://www.otago.ac.nz/study/scholarships/database/otago014687.html,,,,New Zealand,PhD,,,
Grand valley  state university  - Rober b annis water resource institute  (AWRI),"Aquatic science, Biology",https://www.gvsu.edu/wri/,,,,UK,,,,
Freie Universität,,,,,,,,,,
Medical university of graz ,"Life sciences, Medicine",https://www.medunigraz.at/doktoratsstudien/phd-program/phd,,28-Mar,,Austria,PhD,,,Mar
University of North Texas,All disciplines,https://financialaid.unt.edu/how-apply-scholarships,,,,USA,"BSc, MSC",,,
Skoltech,All disciplines,https://www.skoltech.ru/en/apply/,,10-Jul,31-Mar,Russia,"MSC, PhD",,,Jul
University of Dundee,All disciplines,https://www.dundee.ac.uk/scholarships/2022-23/humanitarian-scholarship/,,31-May,,UK,"BSc, MSC",,,May
Villasenor lab - BMC Munich,"Biochemistry, Biology",https://www.villasenorlab.org/opportunities,,31-Mar,,Germany,PhD,,,Mar
TU Dresden,Computer science,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Fetzer_WIMI_eng_161221_w563.pdf,01-Feb,,Germany,PhD,,,Feb
Merit Scholarships for First-Year Students at Boston University | Admissions,All disciplines,[https://www.bu.edu/admissions/tuition-aid/scholarships-financial-aid/first-year-merit/](https://www.bu.edu/admissions/tuition-aid/scholarships-financial-aid/first-year-merit/),,01-Jan,01-Dec,USA,BSc,,,Jan
Scholarships — Study in Denmark,,https://studyindenmark.dk/study-options/scholarships,,,,Denmark,MSC,,,
International Scholarship Programme | Aga Khan Development Network,All disciplines,https://www.akdn.org/our-agencies/aga-khan-foundation/international-scholarship-programme,,31-Mar,,,MSC,,,Mar
Purdue university ,"Cement, IOT, civil engineering",https://www.linkedin.com/feed/update/activity:6887520472150351872,,,,USA,"PhD, Post doc",,,
Opportunities and Fellowships – Biophysical Ocean Modeling (BOM) Lab (Louisiana state university),"Climate change, Earth science, Engineering, Marine science, Oceanography, Physical sciences",https://chsharrison.wordpress.com/opportunities-and-fellowships/,,15-Feb,,USA,"MSC, PhD, Post doc",,,Feb
Scholarships and bursaries | Financial aid and awards | University of Ottawa,All disciplines,https://www.uottawa.ca/financial-aid-awards/scholarships-and-bursaries,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220122_083901.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220122_083847.jpg",30-Apr,,Canada,BSc,,,Apr
Ulsan National Institute of Science and Technology (UNIST Undergraduate Scholarship  & Dream Scholarship),All disciplines,https://admu-intl.unist.ac.kr/info/scholarships/,,10-Feb,,Korea,BSc,https://admu-intl.unist.ac.kr/admission/guidelines/,"Fully funded, Recurring",Feb
KOC University,All disciplines,https://international.ku.edu.tr/undergraduate-programs/tuition-and-scholarships/,,01-Jul,,Turkey,BSc,https://international.ku.edu.tr/undergraduate-programs/how-to-apply/,,Jul
"Ph.D. Excellence Scholarships - Walailak University 

",All disciplines,https://grad.wu.ac.th/ph-d-excellence-scholarships/,,31-Jan,,Thailand,PhD,,,Jan
School of Divinity | The University of Edinburgh,Divinity,https://www.ed.ac.uk/student-funding/postgraduate/international/humanities/divinity,,06-Apr,,UK,"MSC, PhD",,,Apr
University of Edinburgh Business School Scholarship ,"Business, Business administration",https://www.business-school.ed.ac.uk/mba/full-time/scholarships-funding/school,,,,UK,MBA,,,
Andrew Grant Postgraduate Scholarships | The University of Edinburgh,"Architecture, Art, Design, Interior design, Music",https://www.ed.ac.uk/student-funding/postgraduate/uk-eu/humanities/edinburgh-college-of-art/andrew-grant,,14-Feb,01-Mar,,,,,Feb
Wageningen University & Research,,,,,,,,,,
"coastal hydrology, hydrodynamics and oceanography - Louisana state university","Hydrology, Oceanography, civil engineering, geological engineering, hydrodynamics",https://matthewhiatt.wixsite.com/coastalhydrolsu/opportunities,,,,USA,,,,
RC Structures Research Group - Carleton University ,"Concrete, civil engineering, structural engineering",https://carleton.ca/sadeghian/prospective-members/,,,,Canada,PhD,,,
Radboud university ,"Environmental Studies, Environmental science, Management, Political science, Public administration",https://www.ru.nl/english/working-at/vacature/details-vacature/?ruid=1487&pad=%2fenglish&doel=embed&taal=uk,,22-May,,Netherlands,PhD,,,May
Radboud university ,"Computer science, data science",https://www.ru.nl/english/working-at/vacature/details-vacature/?ruid=1476&pad=%2fenglish&doel=embed&taal=uk,,02-May,,Netherlands,PhD,,,May
PSL PhD tracks | PSL,"Astrophysics, Chemistry, Earth science, Engineering, Finance, Mathematics",,,,,France,"MSC, PhD",,,
Vienna Biocenter,"Bioinformatics, Biology, Chemistry, Computer engineering, Computer science, Engineering, Medicine, Physics",https://training.vbc.ac.at/mastersinterns/how-to-apply/,,,,Austria,"BSc, MSC",,Internship,
