Name,Area of specialisation,Country,Level needed
Mastercard - University of Cape Town,All disciplines,South Africa,BSc
Mastercard - University of Cape Town,All disciplines,South Africa,MSC
University Polytechnico De Catalunya -UPC,Engineering,spain,PhD
University Polytechnico De Catalunya -UPC,Fluid mechanics,spain,PhD
University Polytechnico De Catalunya -UPC,Microfluids,spain,PhD
University Polytechnico De Catalunya -UPC,Physics,spain,PhD
University Polytechnico De Catalunya -UPC,civil engineering,spain,PhD
University Polytechnico De Catalunya -UPC,thermal sciences,spain,PhD
MIAI@Grenoble Alpes Master 2 Research Scholarships,All disciplines,France,MSC
RMIT,Hydrogeology,Australia,PhD
RMIT,Water resources engineering,Australia,PhD
RMIT,humanitarian engineering,Australia,PhD
The Laidlaw Scholarships,Business administration,UK,MBA
VUB,Digital economy,Belgium,PhD
VUB,Economics,Belgium,PhD
VUB,Entrepreneurship,Belgium,PhD
VUB,Management,Belgium,PhD
VUB,Psychology,Belgium,PhD
VUB,international business,Belgium,PhD
VUB,Economics,Belgium,PhD
VUB,Geography,Belgium,PhD
VUB,Management,Belgium,PhD
VUB,Mathematics,Belgium,PhD
VUB,Political science,Belgium,PhD
VUB,Psychology,Belgium,PhD
VUB,Sociology,Belgium,PhD
VUB,Transportation engineering,Belgium,PhD
VUB,Urban Studies,Belgium,PhD
VUB,urban planning,Belgium,PhD
VUB,Biochemistry,Belgium,PhD
VUB,Bioengineering,Belgium,PhD
VUB,Biology,Belgium,PhD
VUB,Biomedical Sciences,Belgium,PhD
VUB,Biomedicine,Belgium,PhD
VUB,Bioscience,Belgium,PhD
"Mary Immaculate College, Limerick.",Geography,Ireland,PhD
UCD INSTITUTE OF FOOD AND HEALTH,Agriculture,Ireland,MSC
UCD INSTITUTE OF FOOD AND HEALTH,Agriculture,Ireland,PhD
UCD INSTITUTE OF FOOD AND HEALTH,Food science,Ireland,MSC
UCD INSTITUTE OF FOOD AND HEALTH,Food science,Ireland,PhD
UCD INSTITUTE OF FOOD AND HEALTH,Nutrition,Ireland,MSC
UCD INSTITUTE OF FOOD AND HEALTH,Nutrition,Ireland,PhD
Caetano lab,Bioinformatics,USA,MSC
Caetano lab,Biology,USA,MSC
Caetano lab,Computational biology,USA,MSC
Physics of parasitism,Biology,Germany,PhD
Physics of parasitism,Physics,Germany,PhD
University of Bonn,Biochemistry,Germany,PhD
University of Bonn,Biology,Germany,PhD
University of Bonn,Chemistry,Germany,PhD
University of Bonn,Pharmacology,Germany,PhD
University of Bonn,Pharmacy,Germany,PhD
University of Delaware,Earth science,USA,PhD
University of Delaware,Ecology,USA,PhD
Virginia tech,Biomedical Sciences,USA,PhD
Virginia tech,Vertinary medicine,USA,PhD
Virginia tech,Vertinary science,USA,PhD
"South Asia Institute, Heidelberg University.",Economics,Germany,PhD
Leibniz center for tropical marine research,Biogeochemistry,Germany,PhD
Leibniz center for tropical marine research,Computational science,Germany,PhD
Leibniz center for tropical marine research,Ecology,Germany,PhD
Leibniz center for tropical marine research,Environmental science,Germany,PhD
Leibniz center for tropical marine research,Marine science,Germany,PhD
Leibniz center for tropical marine research,Mathematics,Germany,PhD
Leibniz center for tropical marine research,Oceanography,Germany,PhD
Leibniz center for tropical marine research,Physics,Germany,PhD
PhD thesis in evolutionary ecology of rhizobia-legume interactions - INRAE,Biology,France,PhD
PhD thesis in evolutionary ecology of rhizobia-legume interactions - INRAE,EVOLUTIONARY BIOLOGY,France,PhD
PhD thesis in evolutionary ecology of rhizobia-legume interactions - INRAE,Microbiology,France,PhD
Imperial College London,Chemistry,UK,MSC
Imperial College London,Chemistry,UK,PhD
Imperial College London,Physics,UK,MSC
Imperial College London,Physics,UK,PhD
Imperial College London,data science,UK,MSC
Imperial College London,data science,UK,PhD
SEMM European School of Molecular Medicine,Biomedicine,Italy,PhD
SEMM European School of Molecular Medicine,Computational biology,Italy,PhD
SEMM European School of Molecular Medicine,Human genetics,Italy,PhD
SEMM European School of Molecular Medicine,Medicine,Italy,PhD
SEMM European School of Molecular Medicine,medical humanities,Italy,PhD
SEMM European School of Molecular Medicine,molecular medicine,Italy,PhD
SEMM European School of Molecular Medicine,molecular oncology,Italy,PhD
SEMM European School of Molecular Medicine,systems medicine,Italy,PhD
Next Generation Energy Systems (NexSys),Control engineering,Ireland,PhD
Next Generation Energy Systems (NexSys),Electrical engineering,Ireland,PhD
Next Generation Energy Systems (NexSys),Electronics,Ireland,PhD
Next Generation Energy Systems (NexSys),Power engineering,Ireland,PhD
HU berlin,Economics,Germany,PhD
HU berlin,Political science,Germany,PhD
University college dublin ,Earth science,Ireland,MSC
University college dublin ,Earth science,Ireland,PhD
University college dublin ,Earthquake engineering,Ireland,MSC
University college dublin ,Earthquake engineering,Ireland,PhD
University college dublin ,Engineering,Ireland,MSC
University college dublin ,Engineering,Ireland,PhD
University college dublin ,Geo technical engineering,Ireland,MSC
University college dublin ,Geo technical engineering,Ireland,PhD
University college dublin ,Geography,Ireland,MSC
University college dublin ,Geography,Ireland,PhD
University college dublin ,Geology,Ireland,MSC
University college dublin ,Geology,Ireland,PhD
University college dublin ,Geophysics,Ireland,MSC
University college dublin ,Geophysics,Ireland,PhD
University college dublin ,Geotechnics,Ireland,MSC
University college dublin ,Geotechnics,Ireland,PhD
University college dublin ,civil engineering,Ireland,MSC
University college dublin ,civil engineering,Ireland,PhD
University college dublin ,geological engineering,Ireland,MSC
University college dublin ,geological engineering,Ireland,PhD
National technical univeristy,Marine ecology,Singapore,PhD
National technical univeristy,Marine geoscience,Singapore,PhD
National technical univeristy,Marine science,Singapore,PhD
National technical univeristy,marine biology,Singapore,PhD
Khalifa university,All disciplines,United Arab Emirates,MSC
Khalifa university,All disciplines,United Arab Emirates,PhD
Université de mons,Electrical engineering,Belgium,PhD
Université de mons,Electronics,Belgium,PhD
Université de mons,Power engineering,Belgium,PhD
Université de mons,Renewable energy,Belgium,PhD
University of Bergen,Digital humanities,Norway,PhD
University of Bergen,Game studies,Norway,PhD
University of Bergen,Humanities,Norway,PhD
University of Bergen,Literature,Norway,PhD
University of Bergen,Literature studies,Norway,PhD
University of Bergen,Media studies,Norway,PhD
Max planck institute,Computer science,Germany,PhD
Max planck institute,Ecology,Germany,PhD
Max planck institute,Economics,Germany,PhD
Max planck institute,Engineering,Germany,PhD
Max planck institute,Geoscience,Germany,PhD
Max planck institute,Mathematics,Germany,PhD
Max planck institute,Oceanography,Germany,PhD
Max planck institute,Physics,Germany,PhD
Max planck institute,Political science,Germany,PhD
Max planck institute,meteorology,Germany,PhD
GSI,Physics,Germany,Post doc
GSI,Theoretical physics,Germany,Post doc
Center for environmental research,Biochemistry,Germany,MSC
Center for environmental research,Biochemistry,Germany,PhD
Center for environmental research,Biochemistry,Germany,Post doc
Center for environmental research,Bioinformatics,Germany,MSC
Center for environmental research,Bioinformatics,Germany,PhD
Center for environmental research,Bioinformatics,Germany,Post doc
Center for environmental research,Biology,Germany,MSC
Center for environmental research,Biology,Germany,PhD
Center for environmental research,Biology,Germany,Post doc
Center for environmental research,Chemistry,Germany,MSC
Center for environmental research,Chemistry,Germany,PhD
Center for environmental research,Chemistry,Germany,Post doc
Center for environmental research,Ecology,Germany,MSC
Center for environmental research,Ecology,Germany,PhD
Center for environmental research,Ecology,Germany,Post doc
Center for environmental research,Environmental science,Germany,MSC
Center for environmental research,Environmental science,Germany,PhD
Center for environmental research,Environmental science,Germany,Post doc
Center for environmental research,Geography,Germany,MSC
Center for environmental research,Geography,Germany,PhD
Center for environmental research,Geography,Germany,Post doc
Center for environmental research,Microssystems engineering,Germany,MSC
Center for environmental research,Microssystems engineering,Germany,PhD
Center for environmental research,Microssystems engineering,Germany,Post doc
Gtz potsdam,Geophysics,Germany,PhD
Gtz potsdam,Geoscience,Germany,PhD
Gtz potsdam,Hydrogeochemistry,Germany,PhD
Gtz potsdam,Hydrogeology,Germany,PhD
Colorado state university,Engineering,USA,MSC
Colorado state university,Engineering,USA,PhD
Colorado state university,Manufacturing additives,USA,MSC
Colorado state university,Manufacturing additives,USA,PhD
Colorado state university,Mechanical engineering,USA,MSC
Colorado state university,Mechanical engineering,USA,PhD
University of Nebraska lincoln,Architectural engineering,USA,PhD
University of Nebraska lincoln,Architecture,USA,PhD
University of Nebraska lincoln,Computer science,USA,PhD
University of Nebraska lincoln,Electrical engineering,USA,PhD
University of Nebraska lincoln,Mechanical engineering,USA,PhD
University of Nebraska lincoln,Systems engineering,USA,PhD
University of Nebraska lincoln,civil engineering,USA,PhD
University of Nebraska lincoln,structural engineering,USA,PhD
Ohio state university,Computer science,USA,PhD
Ohio state university,Electrical engineering,USA,PhD
Ohio state university,Mathematics,USA,PhD
Ohio state university,Physics,USA,PhD
Ohio state university,Systems engineering,USA,PhD
Ohio state university,civil engineering,USA,PhD
Ohio state university,structural engineering,USA,PhD
University of Bonn,Computer science,Germany,PhD
University of Bonn,Robotics,Germany,PhD
University of Passau,Artificial intelligence,Germany,PhD
University of Passau,Artificial intelligence,Germany,Post doc
University of Passau,Computer science,Germany,PhD
University of Passau,Computer science,Germany,Post doc
University of Passau,Software engineering,Germany,PhD
University of Passau,Software engineering,Germany,Post doc
IRSD & CNRS,Biochemistry,France,PhD
IRSD & CNRS,Biology,France,PhD
IRSD & CNRS,Biophysics,France,PhD
IRSD & CNRS,Oncology,France,PhD
IRSD & CNRS,Physiopathology,France,PhD
North dakota state university,All disciplines,USA,BSc
North dakota state university,All disciplines,USA,MSC
North dakota state university,All disciplines,USA,PhD
Louisana state university,Construction management,USA,MSC
Louisana state university,Construction management,USA,PhD
Louisana state university,civil engineering,USA,MSC
Louisana state university,civil engineering,USA,PhD
UA little rock,All disciplines,USA,MSC
UA little rock,All disciplines,USA,PhD
Missouri state,Construction management,USA,MSC
Missouri state,Construction management,USA,PhD
Missouri state,Project management,USA,MSC
Missouri state,Project management,USA,PhD
Missouri state,civil engineering,USA,MSC
Missouri state,civil engineering,USA,PhD
University of Bologna,Agricultural science,Italy,MSC
University of Bologna,Agricultural science,Italy,PhD
University of Bologna,Astronomy,Italy,MSC
University of Bologna,Astronomy,Italy,PhD
University of Bologna,Biological science,Italy,MSC
University of Bologna,Biological science,Italy,PhD
University of Bologna,Engineering,Italy,MSC
University of Bologna,Engineering,Italy,PhD
University of Bologna,Humanities,Italy,MSC
University of Bologna,Humanities,Italy,PhD
University of Bologna,Mathematics,Italy,MSC
University of Bologna,Mathematics,Italy,PhD
University of Bologna,Political science,Italy,MSC
University of Bologna,Political science,Italy,PhD
University of Bologna,Statistics,Italy,MSC
University of Bologna,Statistics,Italy,PhD
Global Masters Scholarship - University of Birmingham,All disciplines,UK,MSC
West Virginia University - 2 PhD positions,Computer science,USA,PhD
West Virginia University - 2 PhD positions,Machine learning,USA,PhD
Monash Graduate Scholarships,All disciplines,Australia,MSC
Monash Graduate Scholarships,All disciplines,Australia,PhD
International Master Degrees - Joint Masters,Computer science,France,MSC
International Master Degrees - Joint Masters,Mathematics,France,MSC
International Master Degrees - Joint Masters,phototonics,France,MSC
University of Manitoba,All disciplines,Canada,Research Associates
University of Manitoba,Biological and Behavioural Sciences,Canada,Research Associates
University of Manitoba,Physics,Canada,Research Associates
University of Manitoba,Psychology,Canada,Research Associates
University of Manitoba,Soil sciences,Canada,Research Associates
University of Manitoba,all sciences,Canada,Research Associates
University of Illinois,Computer science,USA,PhD
University of Illinois,Industrial engineering,USA,PhD
